142;"05:50/19:00(5x1 ONIBUS)";"NO";1;21000;68400;0;0;0;18600;no;0;0;0;"DANI";06/03/14;"062515";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
143;"08:00/13:00";"NO";1;28800;46800;0;0;0;0;no;0;0;0;"DANI";02/07/14;"074629";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
144;"21:00/06:48 SAB COMP";"NO";1;75600;24480;0;0;0;3600;yes;0;0;0;"dani";02/10/14;"084727";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
145;"06:00/19:30 5X1";"NO";1;21600;70200;0;0;0;19800;no;0;0;0;"dani";02/10/14;"093644";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
146;"07:30/17:18";"NO";1;27000;62280;0;0;0;3600;no;0;0;0;"dani";02/10/14;"133316";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
147;"07:00/17:00 SABADO COMPENSADO";"NO";1;25200;61200;0;0;0;6000;no;0;1800;1800;"dani";03/11/14;"212559";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
148;"06:00/19:00 6X1";"NO";1;21600;68400;0;0;0;18000;no;0;0;0;"dani";20/11/14;"141133";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
149;"13:00/21:00";"NO";1;46800;75600;0;0;0;3600;no;0;0;0;"fabiano";04/07/16;"140034";"000000000000000             N00000";"";?;?;no;no;0;0;0;0;0;0
150;"05:00/16:48 (MOTORISTA ONIBUS";"NO";1;18000;60480;0;0;0;10800;no;0;0;0;"dani";06/01/15;"164206";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
151;"05:00/17:20 (6x1)";"NO";1;18000;62400;0;0;0;18000;no;0;0;0;"ellen";16/01/15;"112609";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
152;"05:00/19:00 SAB COMP";"NO";1;18000;68400;0;0;0;18000;no;0;0;0;"ellen";16/01/15;"110922";"000000000000000";"";?;?;no;no;0;0;0;0;600;600
153;"15:00/21:00 (5X1)";"NO";1;54000;75600;0;0;0;0;no;0;0;0;"dani";02/02/15;"180016";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
154;"05:30/17:50 (6X1)";"NO";1;19800;64200;0;0;0;18000;no;0;0;0;"dani";02/02/15;"182431";"000000000000000";"";?;?;no;no;0;0;0;0;0;0
